Policy_ID,Customer_ID,Married_Premium_Discount,Prior_Insurance,Prior_Insurance_Premium_Adjustment,Policy_Type,Policy_Adjustment,Premium_Amount,Total_Discounts,Time_Since_First_Contact,Conversion_Status,Website_Visits,Inquiries,Quotes_Requested,Time_to_Conversion,Premium_Adjustment_Credit,Premium_Adjustment_Region
P4705,4705,86,1-5 years,50,Liability-Only,-200,2036,100,6,1,4,2,2,10,50,0
P4706,4706,0,1-5 years,50,Full Coverage,0,2200,0,8,1,9,1,1,12,-50,50
P4707,4707,86,>5 years,0,Liability-Only,-200,2086,50,9,1,2,2,2,6,50,0
P4708,4708,0,>5 years,0,Liability-Only,-200,1950,50,6,1,3,1,3,6,-50,100
P4709,4709,86,>5 years,0,Liability-Only,-200,2086,0,9,0,7,3,2,99,-50,100
P4710,4710,86,>5 years,0,Full Coverage,0,2286,50,23,0,4,2,1,99,50,0
P4711,4711,0,>5 years,0,Full Coverage,0,2200,50,11,1,8,3,2,6,50,0
P4712,4712,86,<1 year,100,Full Coverage,0,2386,0,1,0,6,3,3,99,-50,100
P4713,4713,0,1-5 years,50,Full Coverage,0,2400,50,1,1,3,2,1,9,-50,100
P4714,4714,0,1-5 years,50,Full Coverage,0,2200,0,28,1,3,3,2,10,-50,0
P4715,4715,86,>5 years,0,Full Coverage,0,2336,50,25,1,8,3,3,8,50,100
P4716,4716,0,1-5 years,50,Full Coverage,0,2350,0,13,1,5,4,2,2,50,100
P4717,4717,86,<1 year,100,Liability-Only,-200,2186,50,11,0,4,2,3,99,-50,100
P4718,4718,0,>5 years,0,Liability-Only,-200,1950,0,25,1,3,3,1,3,-50,50
P4719,4719,0,>5 years,0,Liability-Only,-200,1950,0,5,1,7,3,2,9,-50,50
P4720,4720,86,1-5 years,50,Full Coverage,0,2236,100,16,0,3,2,1,99,50,0
P4721,4721,0,1-5 years,50,Full Coverage,0,2250,50,16,0,4,0,3,99,50,0
P4722,4722,86,<1 year,100,Liability-Only,-200,2186,50,15,1,7,2,3,9,-50,50
P4723,4723,0,1-5 years,50,Full Coverage,0,2300,50,3,0,8,1,2,99,-50,100
P4724,4724,0,1-5 years,50,Full Coverage,0,2100,100,7,0,4,2,3,99,-50,50
P4725,4725,0,>5 years,0,Full Coverage,0,2250,50,11,1,5,2,3,6,-50,0
P4726,4726,0,<1 year,100,Liability-Only,-200,2250,0,17,1,9,1,3,14,-50,100
P4727,4727,86,1-5 years,50,Liability-Only,-200,2236,50,22,0,4,2,1,99,-50,50
P4728,4728,0,1-5 years,50,Liability-Only,-200,2000,50,19,1,7,2,2,7,-50,50
P4729,4729,86,1-5 years,50,Full Coverage,0,2436,0,5,1,2,0,3,11,50,100
P4730,4730,0,1-5 years,50,Liability-Only,-200,2150,0,4,0,4,3,1,99,50,0
P4731,4731,86,>5 years,0,Full Coverage,0,2336,0,18,1,4,4,1,5,50,0
P4732,4732,0,>5 years,0,Full Coverage,0,2100,50,24,1,5,1,3,7,-50,50
P4733,4733,0,1-5 years,50,Full Coverage,0,2300,50,25,1,6,4,2,5,50,100
P4734,4734,0,>5 years,0,Full Coverage,0,2250,50,8,1,4,3,2,7,50,100
P4735,4735,86,1-5 years,50,Liability-Only,-200,2186,50,6,1,2,2,2,5,50,50
P4736,4736,0,1-5 years,50,Full Coverage,0,2150,0,27,0,3,2,2,99,-50,0
P4737,4737,0,<1 year,100,Full Coverage,0,2250,0,28,0,1,1,3,99,-50,50
P4738,4738,0,1-5 years,50,Full Coverage,0,2250,0,13,1,7,6,3,14,-50,50
P4739,4739,86,<1 year,100,Full Coverage,0,2386,0,27,1,4,1,1,12,-50,50
P4740,4740,86,1-5 years,50,Full Coverage,0,2236,100,21,1,0,1,2,2,-50,100
P4741,4741,86,1-5 years,50,Full Coverage,0,2386,100,2,1,3,1,1,14,50,50
P4742,4742,86,1-5 years,50,Full Coverage,0,2386,0,15,0,9,0,1,99,50,50
P4743,4743,86,<1 year,100,Full Coverage,0,2436,0,11,0,7,2,2,99,-50,100
P4744,4744,86,1-5 years,50,Full Coverage,0,2436,0,6,1,9,1,1,4,-50,100
P4745,4745,86,1-5 years,50,Full Coverage,0,2186,50,10,0,4,3,2,99,-50,0
P4746,4746,86,1-5 years,50,Full Coverage,0,2436,0,21,1,4,1,1,10,50,100
P4747,4747,86,1-5 years,50,Liability-Only,-200,2086,0,18,0,8,3,2,99,-50,50
P4748,4748,0,>5 years,0,Full Coverage,0,2300,50,28,0,5,2,2,99,50,50
P4749,4749,0,<1 year,100,Liability-Only,-200,2150,0,4,1,2,1,2,12,50,50
P4750,4750,86,1-5 years,50,Full Coverage,0,2336,0,6,1,6,2,1,7,-50,100
P4751,4751,0,<1 year,100,Full Coverage,0,2350,0,13,0,2,1,1,99,-50,100
P4752,4752,0,<1 year,100,Liability-Only,-200,2350,50,16,1,3,3,2,2,-50,100
P4753,4753,0,>5 years,0,Liability-Only,-200,2100,0,19,1,6,2,3,1,-50,100
P4754,4754,86,1-5 years,50,Liability-Only,-200,2136,0,29,0,6,4,2,99,-50,100
P4755,4755,86,1-5 years,50,Liability-Only,-200,2236,0,26,0,6,4,2,99,-50,100
P4756,4756,0,>5 years,0,Liability-Only,-200,2100,0,17,0,1,4,2,99,50,100
P4757,4757,86,<1 year,100,Full Coverage,0,2286,100,17,0,4,0,3,99,-50,100
P4758,4758,86,1-5 years,50,Full Coverage,0,2386,0,12,0,10,0,1,99,-50,50
P4759,4759,86,>5 years,0,Full Coverage,0,2286,0,20,0,2,1,3,99,-50,100
P4760,4760,86,>5 years,0,Liability-Only,-200,2136,50,24,1,6,0,1,13,-50,50
P4761,4761,86,1-5 years,50,Full Coverage,0,2336,0,9,0,10,0,2,99,-50,100
P4762,4762,86,1-5 years,50,Liability-Only,-200,2286,0,24,1,1,2,3,8,50,100
P4763,4763,0,>5 years,0,Liability-Only,-200,2150,0,14,0,6,2,2,99,50,50
P4764,4764,0,1-5 years,50,Full Coverage,0,2200,50,22,0,6,3,3,99,-50,0
P4765,4765,0,<1 year,100,Liability-Only,-200,2000,50,30,1,2,5,1,2,-50,50
P4766,4766,86,1-5 years,50,Liability-Only,-200,2086,50,18,1,3,2,2,12,-50,100
P4767,4767,86,1-5 years,50,Liability-Only,-200,2236,0,29,0,2,0,2,99,-50,50
P4768,4768,86,<1 year,100,Full Coverage,0,2236,50,7,1,6,2,1,13,-50,0
P4769,4769,86,1-5 years,50,Liability-Only,-200,2086,50,27,0,8,1,2,99,-50,100
P4770,4770,0,>5 years,0,Liability-Only,-200,1900,100,15,1,4,4,1,2,50,0
P4771,4771,86,1-5 years,50,Full Coverage,0,2536,0,1,1,4,2,2,13,50,100
P4772,4772,0,<1 year,100,Liability-Only,-200,2050,0,15,0,1,4,2,99,-50,0
P4773,4773,0,1-5 years,50,Liability-Only,-200,2000,50,18,0,5,4,2,99,-50,100
P4774,4774,0,>5 years,0,Liability-Only,-200,1950,0,21,1,5,2,1,12,-50,50
P4775,4775,0,<1 year,100,Full Coverage,0,2300,0,15,1,7,1,2,11,-50,100
P4776,4776,86,<1 year,100,Full Coverage,0,2436,0,1,0,5,2,3,99,50,0
P4777,4777,86,1-5 years,50,Full Coverage,0,2236,100,11,1,6,0,2,3,-50,100
P4778,4778,86,<1 year,100,Liability-Only,-200,2136,50,13,1,4,0,3,2,-50,0
P4779,4779,86,>5 years,0,Full Coverage,0,2236,50,16,1,5,4,2,12,-50,100
P4780,4780,0,1-5 years,50,Full Coverage,0,2150,50,2,1,8,3,1,9,-50,50
P4781,4781,86,1-5 years,50,Liability-Only,-200,2036,50,16,1,3,3,1,8,-50,50
P4782,4782,86,>5 years,0,Full Coverage,0,2236,0,11,0,7,2,1,99,-50,50
P4783,4783,0,1-5 years,50,Full Coverage,0,2250,50,9,0,7,2,2,99,-50,100
P4784,4784,86,<1 year,100,Full Coverage,0,2286,0,12,0,4,0,2,99,-50,0
P4785,4785,0,1-5 years,50,Full Coverage,0,2250,50,4,1,4,1,2,14,-50,100
P4786,4786,86,1-5 years,50,Full Coverage,0,2286,0,2,0,6,0,1,99,-50,50
P4787,4787,86,<1 year,100,Full Coverage,0,2386,50,28,1,3,4,3,7,50,50
P4788,4788,0,1-5 years,50,Full Coverage,0,2050,100,22,1,5,2,3,10,-50,0
P4789,4789,0,1-5 years,50,Full Coverage,0,2250,0,6,0,4,2,3,99,-50,100
P4790,4790,86,1-5 years,50,Liability-Only,-200,2086,50,29,1,3,1,3,12,-50,100
P4791,4791,86,1-5 years,50,Liability-Only,-200,2086,0,28,1,6,3,2,8,-50,50
P4792,4792,86,>5 years,0,Full Coverage,0,2186,0,12,1,6,1,1,6,-50,0
P4793,4793,86,>5 years,0,Full Coverage,0,2236,0,5,1,7,0,2,4,-50,50
P4794,4794,86,1-5 years,50,Liability-Only,-200,2036,50,24,0,6,4,2,99,-50,50
P4795,4795,0,>5 years,0,Full Coverage,0,2250,0,18,1,2,3,2,8,-50,100
P4796,4796,86,<1 year,100,Full Coverage,0,2586,0,1,0,6,2,1,99,-50,100
P4797,4797,86,<1 year,100,Liability-Only,-200,2236,50,24,1,5,4,1,4,-50,100
P4798,4798,0,1-5 years,50,Full Coverage,0,2250,0,2,0,4,2,2,99,-50,100
P4799,4799,86,1-5 years,50,Full Coverage,0,2386,50,23,1,5,2,1,7,-50,100
P4800,4800,86,1-5 years,50,Liability-Only,-200,2136,0,12,1,5,0,3,1,-50,0
P4801,4801,0,1-5 years,50,Liability-Only,-200,1950,0,10,1,3,3,2,11,-50,0
P4802,4802,86,<1 year,100,Full Coverage,0,2286,50,1,1,4,0,1,8,-50,50
P4803,4803,0,1-5 years,50,Full Coverage,0,2150,50,24,1,6,2,3,5,-50,50
P4804,4804,86,>5 years,0,Full Coverage,0,2436,0,5,0,6,1,3,99,50,50
P4805,4805,86,1-5 years,50,Liability-Only,-200,2186,0,29,1,3,0,2,8,-50,50
P4806,4806,86,<1 year,100,Liability-Only,-200,2236,0,29,0,6,4,2,99,50,50
P4807,4807,86,>5 years,0,Full Coverage,0,2236,50,10,1,7,4,2,7,-50,100
P4808,4808,86,1-5 years,50,Full Coverage,0,2236,0,16,0,6,1,1,99,-50,0
P4809,4809,86,1-5 years,50,Full Coverage,0,2436,50,14,1,3,4,2,8,-50,50
P4810,4810,0,1-5 years,50,Liability-Only,-200,2150,50,20,1,2,1,3,1,50,50
P4811,4811,0,>5 years,0,Full Coverage,0,2250,0,5,0,7,1,2,99,-50,100
P4812,4812,86,1-5 years,50,Full Coverage,0,2336,0,22,1,10,1,2,1,-50,100
P4813,4813,0,1-5 years,50,Full Coverage,0,2150,0,22,1,5,4,3,2,-50,0
P4814,4814,0,1-5 years,50,Full Coverage,0,2300,50,28,0,2,1,2,99,50,100
P4815,4815,0,1-5 years,50,Full Coverage,0,2200,50,19,0,3,4,3,99,-50,100
P4816,4816,86,<1 year,100,Full Coverage,0,2436,0,29,0,4,3,3,99,50,50
P4817,4817,0,>5 years,0,Liability-Only,-200,2150,0,9,1,6,3,1,13,-50,50
P4818,4818,86,1-5 years,50,Liability-Only,-200,2236,0,28,0,8,2,1,99,-50,100
P4819,4819,86,<1 year,100,Full Coverage,0,2436,100,3,0,4,1,1,99,50,100
P4820,4820,0,1-5 years,50,Liability-Only,-200,1900,100,22,1,3,0,2,6,-50,50
P4821,4821,0,1-5 years,50,Full Coverage,0,2150,50,29,0,5,1,2,99,-50,50
P4822,4822,0,>5 years,0,Full Coverage,0,2200,0,12,0,2,3,1,99,-50,100
P4823,4823,0,>5 years,0,Full Coverage,0,2350,50,28,1,3,1,3,10,50,100
P4824,4824,86,<1 year,100,Liability-Only,-200,2236,0,7,0,3,4,2,99,50,50
P4825,4825,0,>5 years,0,Liability-Only,-200,2100,0,27,0,7,1,1,99,50,100
P4826,4826,86,1-5 years,50,Liability-Only,-200,2136,0,9,0,1,1,3,99,-50,100
P4827,4827,86,<1 year,100,Full Coverage,0,2386,0,26,0,0,1,1,99,-50,0
P4828,4828,0,1-5 years,50,Liability-Only,-200,2050,0,14,0,6,1,3,99,-50,100
P4829,4829,86,1-5 years,50,Liability-Only,-200,2436,0,1,1,4,1,1,10,50,0
P4830,4830,0,<1 year,100,Liability-Only,-200,1950,150,10,1,4,2,1,4,50,0
P4831,4831,86,1-5 years,50,Full Coverage,0,2336,0,16,0,4,2,2,99,-50,100
P4832,4832,0,1-5 years,50,Full Coverage,0,2350,0,7,1,5,2,3,2,-50,100
P4833,4833,86,<1 year,100,Full Coverage,0,2386,0,17,1,5,0,1,4,-50,100
P4834,4834,86,1-5 years,50,Liability-Only,-200,2036,100,17,1,2,1,2,10,-50,50
P4835,4835,86,1-5 years,50,Full Coverage,0,2236,50,5,1,5,3,1,13,-50,0
P4836,4836,86,<1 year,100,Full Coverage,0,2386,100,4,1,6,4,3,10,50,100
P4837,4837,0,>5 years,0,Liability-Only,-200,2100,0,9,1,4,3,3,12,50,100
P4838,4838,0,<1 year,100,Liability-Only,-200,2400,0,4,1,3,2,3,13,50,100
P4839,4839,0,<1 year,100,Liability-Only,-200,2100,0,15,1,7,3,2,10,-50,100
P4840,4840,0,<1 year,100,Liability-Only,-200,2000,0,4,0,4,4,1,99,-50,0
P4841,4841,86,1-5 years,50,Full Coverage,0,2336,0,20,0,8,1,1,99,-50,50
P4842,4842,0,1-5 years,50,Full Coverage,0,2200,50,20,0,8,2,3,99,-50,100
P4843,4843,86,1-5 years,50,Liability-Only,-200,2136,50,9,0,6,4,2,99,50,0
P4844,4844,86,1-5 years,50,Full Coverage,0,2436,50,2,0,6,4,1,99,50,100
P4845,4845,86,>5 years,0,Full Coverage,0,2336,0,12,0,5,6,2,99,50,50
P4846,4846,0,<1 year,100,Liability-Only,-200,2050,50,8,0,5,1,3,99,-50,100
P4847,4847,0,1-5 years,50,Liability-Only,-200,2100,0,4,0,5,0,2,99,-50,50
P4848,4848,0,<1 year,100,Full Coverage,0,2300,0,30,1,2,2,1,13,50,0
P4849,4849,0,<1 year,100,Full Coverage,0,2250,50,5,0,6,1,2,99,-50,100
P4850,4850,0,1-5 years,50,Liability-Only,-200,2000,50,25,0,3,1,2,99,50,0
P4851,4851,0,<1 year,100,Full Coverage,0,2300,0,14,0,6,0,3,99,-50,100
P4852,4852,86,1-5 years,50,Full Coverage,0,2536,100,1,1,8,2,2,10,50,100
P4853,4853,0,>5 years,0,Full Coverage,0,2250,50,1,1,1,3,2,14,50,50
P4854,4854,0,<1 year,100,Full Coverage,0,2200,50,18,0,10,0,2,99,-50,50
P4855,4855,86,>5 years,0,Full Coverage,0,2386,0,28,0,5,4,3,99,50,50
P4856,4856,0,1-5 years,50,Full Coverage,0,2250,0,6,0,5,2,3,99,50,0
P4857,4857,86,1-5 years,50,Full Coverage,0,2286,50,27,0,4,4,2,99,-50,100
P4858,4858,0,1-5 years,50,Liability-Only,-200,2050,0,2,0,8,1,1,99,50,0
P4859,4859,0,1-5 years,50,Full Coverage,0,2300,0,24,1,7,0,3,9,50,50
P4860,4860,0,<1 year,100,Liability-Only,-200,2050,50,24,1,1,3,3,2,-50,100
P4861,4861,0,>5 years,0,Full Coverage,0,2050,50,16,1,7,2,2,9,-50,0
P4862,4862,0,1-5 years,50,Liability-Only,-200,2200,0,20,1,6,2,2,11,50,50
P4863,4863,0,>5 years,0,Liability-Only,-200,1850,50,29,1,7,2,2,2,-50,0
P4864,4864,86,1-5 years,50,Liability-Only,-200,2186,0,19,1,8,4,3,4,-50,50
P4865,4865,86,<1 year,100,Full Coverage,0,2236,50,5,1,4,1,3,5,-50,0
P4866,4866,0,1-5 years,50,Full Coverage,0,2300,0,6,0,5,2,3,99,-50,100
P4867,4867,0,<1 year,100,Full Coverage,0,2250,50,9,1,5,0,1,11,-50,100
P4868,4868,0,>5 years,0,Full Coverage,0,2100,50,15,0,5,1,2,99,-50,50
P4869,4869,86,>5 years,0,Full Coverage,0,2336,50,14,0,7,1,1,99,50,50
P4870,4870,0,1-5 years,50,Full Coverage,0,2200,50,10,1,4,5,3,1,-50,100
P4871,4871,0,<1 year,100,Full Coverage,0,2400,0,23,1,5,1,1,1,50,100
P4872,4872,86,<1 year,100,Full Coverage,0,2486,50,27,1,2,3,2,7,50,100
P4873,4873,0,>5 years,0,Liability-Only,-200,1950,100,3,1,2,2,3,10,-50,100
P4874,4874,0,>5 years,0,Full Coverage,0,2350,0,9,1,2,3,1,1,50,100
P4875,4875,0,<1 year,100,Full Coverage,0,2350,50,28,1,5,2,2,6,50,100
P4876,4876,0,<1 year,100,Full Coverage,0,2350,50,6,0,8,3,2,99,-50,50
P4877,4877,86,1-5 years,50,Liability-Only,-200,2136,0,11,0,4,3,1,99,-50,100
P4878,4878,0,<1 year,100,Liability-Only,-200,2050,50,18,1,3,2,2,11,-50,100
P4879,4879,0,>5 years,0,Full Coverage,0,2100,50,2,0,8,1,2,99,-50,50
P4880,4880,86,1-5 years,50,Liability-Only,-200,2086,50,5,0,4,0,2,99,-50,100
P4881,4881,0,1-5 years,50,Full Coverage,0,2300,50,18,1,7,2,3,7,50,100
P4882,4882,0,1-5 years,50,Liability-Only,-200,1950,0,1,1,1,1,3,5,-50,0
P4883,4883,86,1-5 years,50,Full Coverage,0,2286,100,8,1,7,1,1,7,-50,100
P4884,4884,86,1-5 years,50,Full Coverage,0,2286,50,6,0,3,4,2,99,-50,100
P4885,4885,86,>5 years,0,Liability-Only,-200,2136,50,18,1,4,2,2,12,50,100
P4886,4886,0,1-5 years,50,Liability-Only,-200,2150,50,10,0,1,3,2,99,-50,50
P4887,4887,0,1-5 years,50,Liability-Only,-200,2150,50,9,1,3,1,1,5,-50,100
P4888,4888,86,1-5 years,50,Full Coverage,0,2286,50,28,1,6,1,2,13,-50,100
P4889,4889,86,<1 year,100,Full Coverage,0,2336,50,11,0,2,2,3,99,-50,100
P4890,4890,86,<1 year,100,Full Coverage,0,2486,50,25,1,5,0,2,5,-50,100
P4891,4891,0,1-5 years,50,Liability-Only,-200,2100,50,12,0,3,2,3,99,50,100
P4892,4892,0,1-5 years,50,Liability-Only,-200,2150,0,16,1,5,1,1,6,50,100
P4893,4893,0,1-5 years,50,Full Coverage,0,2250,50,24,0,7,1,1,99,50,50
P4894,4894,0,>5 years,0,Liability-Only,-200,1950,100,7,1,7,1,1,8,50,50
P4895,4895,0,1-5 years,50,Liability-Only,-200,2000,50,17,1,6,3,2,14,-50,100
P4896,4896,86,1-5 years,50,Full Coverage,0,2586,50,25,1,6,2,1,8,50,100
P4897,4897,0,<1 year,100,Full Coverage,0,2400,0,29,0,0,4,2,99,-50,100
P4898,4898,0,>5 years,0,Liability-Only,-200,1900,50,27,1,7,2,3,13,-50,50
P4899,4899,0,1-5 years,50,Liability-Only,-200,2100,50,19,1,6,3,2,4,-50,100
P4900,4900,0,<1 year,100,Full Coverage,0,2350,0,13,1,7,2,1,9,50,50
P4901,4901,0,1-5 years,50,Full Coverage,0,2200,50,19,1,6,1,3,3,-50,50
P4902,4902,0,1-5 years,50,Liability-Only,-200,2150,0,11,0,8,0,1,99,50,100
P4903,4903,0,>5 years,0,Liability-Only,-200,2100,0,18,1,1,2,1,13,50,0
P4904,4904,0,>5 years,0,Full Coverage,0,2150,0,22,1,6,3,3,2,-50,50
P4905,4905,0,1-5 years,50,Full Coverage,0,2350,50,25,0,4,4,1,99,50,50
P4906,4906,86,>5 years,0,Liability-Only,-200,2086,100,24,1,9,1,3,4,50,100
P4907,4907,86,<1 year,100,Full Coverage,0,2286,0,3,0,5,1,3,99,-50,0
P4908,4908,0,1-5 years,50,Full Coverage,0,2250,0,4,1,6,1,2,2,-50,100
P4909,4909,86,>5 years,0,Liability-Only,-200,2086,50,13,1,6,7,1,7,50,50
P4910,4910,86,1-5 years,50,Full Coverage,0,2436,0,8,1,6,6,2,10,-50,50
P4911,4911,86,1-5 years,50,Full Coverage,0,2436,100,19,1,6,3,3,4,50,100
P4912,4912,0,>5 years,0,Liability-Only,-200,2000,100,4,1,11,2,1,10,50,100
P4913,4913,0,<1 year,100,Liability-Only,-200,2050,0,30,0,6,1,3,99,-50,50
P4914,4914,86,<1 year,100,Full Coverage,0,2286,50,9,1,9,2,3,2,-50,50
P4915,4915,86,1-5 years,50,Full Coverage,0,2386,50,9,1,5,0,2,4,50,100
P4916,4916,0,>5 years,0,Liability-Only,-200,1800,100,14,1,2,1,1,7,-50,0
P4917,4917,86,>5 years,0,Full Coverage,0,2286,0,25,1,3,4,1,5,-50,100
P4918,4918,86,1-5 years,50,Liability-Only,-200,2236,0,14,1,3,3,3,5,50,50
P4919,4919,0,>5 years,0,Full Coverage,0,2150,0,11,1,7,2,3,9,-50,0
P4920,4920,0,>5 years,0,Full Coverage,0,2200,0,15,1,10,4,2,12,-50,100
P4921,4921,86,<1 year,100,Liability-Only,-200,2186,50,10,0,5,2,3,99,-50,100
P4922,4922,0,>5 years,0,Liability-Only,-200,1950,50,23,0,8,2,3,99,50,0
P4923,4923,86,<1 year,100,Full Coverage,0,2336,100,11,1,3,2,3,3,-50,100
P4924,4924,0,1-5 years,50,Full Coverage,0,2400,0,18,0,6,0,2,99,-50,50
P4925,4925,86,1-5 years,50,Full Coverage,0,2286,0,21,1,6,0,3,1,-50,50
P4926,4926,86,1-5 years,50,Full Coverage,0,2436,50,30,1,11,3,2,2,50,100
P4927,4927,0,1-5 years,50,Full Coverage,0,2100,50,26,1,2,2,1,4,-50,0
P4928,4928,0,<1 year,100,Full Coverage,0,2350,50,23,1,4,1,2,4,50,100
P4929,4929,86,1-5 years,50,Liability-Only,-200,2036,100,4,1,9,1,2,6,50,0
P4930,4930,86,<1 year,100,Full Coverage,0,2486,0,16,0,5,2,2,99,-50,0
P4931,4931,0,1-5 years,50,Full Coverage,0,2200,0,30,1,5,3,1,2,-50,50
P4932,4932,0,<1 year,100,Liability-Only,-200,2100,100,9,1,5,2,2,1,50,50
P4933,4933,86,>5 years,0,Liability-Only,-200,2036,50,11,1,6,1,2,6,-50,50
P4934,4934,0,>5 years,0,Liability-Only,-200,2050,0,24,0,5,3,2,99,50,50
P4935,4935,86,1-5 years,50,Liability-Only,-200,2236,0,8,0,7,0,2,99,-50,50
P4936,4936,0,>5 years,0,Full Coverage,0,2400,0,26,1,4,5,2,3,50,100
P4937,4937,86,1-5 years,50,Liability-Only,-200,2036,100,25,1,6,2,1,7,-50,100
P4938,4938,86,<1 year,100,Full Coverage,0,2486,50,9,1,7,1,1,2,50,100
P4939,4939,86,1-5 years,50,Liability-Only,-200,2336,0,2,0,5,0,3,99,50,100
P4940,4940,86,1-5 years,50,Full Coverage,0,2386,0,21,0,6,1,1,99,-50,50
P4941,4941,86,>5 years,0,Full Coverage,0,2186,50,1,0,3,1,1,99,-50,50
P4942,4942,86,1-5 years,50,Liability-Only,-200,2136,0,5,0,0,0,1,99,-50,100
P4943,4943,86,<1 year,100,Full Coverage,0,2336,50,8,1,3,1,3,4,-50,50
P4944,4944,86,>5 years,0,Full Coverage,0,2236,0,7,1,2,2,1,6,-50,0
P4945,4945,0,1-5 years,50,Full Coverage,0,2350,0,8,1,4,1,3,3,50,100
P4946,4946,86,>5 years,0,Full Coverage,0,2186,0,15,1,8,1,3,8,-50,0
P4947,4947,0,>5 years,0,Full Coverage,0,2300,0,8,0,4,1,3,99,50,100
P4948,4948,86,1-5 years,50,Full Coverage,0,2386,50,21,1,5,1,2,9,50,100
P4949,4949,86,<1 year,100,Liability-Only,-200,2186,0,22,0,5,0,2,99,-50,100
P4950,4950,0,<1 year,100,Full Coverage,0,2300,50,11,1,5,2,3,11,50,0
P4951,4951,0,<1 year,100,Liability-Only,-200,2050,50,2,0,6,3,2,99,-50,50
P4952,4952,86,1-5 years,50,Full Coverage,0,2336,0,28,1,8,3,3,5,50,0
P4953,4953,86,1-5 years,50,Liability-Only,-200,2086,50,4,0,3,2,2,99,50,0
P4954,4954,0,>5 years,0,Liability-Only,-200,2100,50,19,0,5,1,2,99,50,50
P4955,4955,0,>5 years,0,Full Coverage,0,2000,100,10,1,6,0,3,11,-50,0
P4956,4956,86,<1 year,100,Liability-Only,-200,2186,50,5,1,3,5,1,2,-50,50
P4957,4957,86,<1 year,100,Liability-Only,-200,2336,0,21,1,6,2,1,8,50,100
P4958,4958,86,1-5 years,50,Full Coverage,0,2536,0,29,0,4,2,3,99,-50,100
P4959,4959,0,1-5 years,50,Full Coverage,0,2250,100,28,1,7,2,2,8,50,100
P4960,4960,0,<1 year,100,Full Coverage,0,2250,50,12,1,3,3,1,9,-50,0
P4961,4961,0,>5 years,0,Liability-Only,-200,2000,50,28,1,6,5,1,14,-50,100
P4962,4962,0,>5 years,0,Full Coverage,0,2100,0,9,0,9,2,1,99,-50,0
P4963,4963,0,1-5 years,50,Full Coverage,0,2400,0,27,0,3,0,3,99,50,100
P4964,4964,86,>5 years,0,Full Coverage,0,2186,50,28,0,2,1,2,99,-50,50
P4965,4965,86,<1 year,100,Full Coverage,0,2436,0,15,1,7,0,2,6,-50,50
P4966,4966,0,1-5 years,50,Full Coverage,0,2200,0,7,1,2,1,3,9,-50,0
P4967,4967,86,<1 year,100,Full Coverage,0,2386,50,17,1,6,3,2,12,50,50
P4968,4968,86,<1 year,100,Full Coverage,0,2236,50,12,1,5,3,2,10,-50,0
P4969,4969,86,>5 years,0,Full Coverage,0,2286,50,7,0,5,1,1,99,-50,100
P4970,4970,86,>5 years,0,Liability-Only,-200,1986,100,17,1,8,0,2,7,-50,100
P4971,4971,86,1-5 years,50,Liability-Only,-200,2236,100,14,1,6,2,3,1,50,100
P4972,4972,0,1-5 years,50,Liability-Only,-200,2000,50,12,1,3,2,3,6,50,0
P4973,4973,86,1-5 years,50,Full Coverage,0,2236,50,25,1,5,1,1,8,-50,50
P4974,4974,0,<1 year,100,Liability-Only,-200,2100,50,7,1,8,2,3,6,-50,100
P4975,4975,86,1-5 years,50,Liability-Only,-200,2236,50,8,0,10,1,3,99,-50,100
P4976,4976,86,1-5 years,50,Full Coverage,0,2386,0,9,0,3,1,3,99,-50,50
P4977,4977,0,>5 years,0,Liability-Only,-200,2000,0,18,1,4,1,3,11,-50,50
P4978,4978,0,1-5 years,50,Full Coverage,0,2200,50,4,1,5,1,1,9,-50,0
P4979,4979,86,1-5 years,50,Full Coverage,0,2336,0,14,0,5,4,2,99,-50,100
P4980,4980,0,<1 year,100,Full Coverage,0,2350,50,11,1,5,3,3,12,50,100
P4981,4981,86,<1 year,100,Liability-Only,-200,2336,0,12,1,6,1,3,5,-50,100
P4982,4982,0,>5 years,0,Liability-Only,-200,1900,0,30,1,6,2,2,7,-50,0
P4983,4983,86,>5 years,0,Full Coverage,0,2286,50,7,1,3,1,2,4,50,0
P4984,4984,86,1-5 years,50,Full Coverage,0,2286,50,27,0,4,1,1,99,-50,100
P4985,4985,0,1-5 years,50,Full Coverage,0,2250,50,9,0,6,0,3,99,-50,100
P4986,4986,0,<1 year,100,Full Coverage,0,2150,100,29,1,8,2,1,11,-50,50
P4987,4987,86,1-5 years,50,Liability-Only,-200,2136,0,7,1,4,0,2,3,-50,100
P4988,4988,0,1-5 years,50,Full Coverage,0,2350,50,15,0,4,1,1,99,-50,100
P4989,4989,86,1-5 years,50,Full Coverage,0,2336,0,2,1,1,1,3,8,-50,100
P4990,4990,0,>5 years,0,Liability-Only,-200,2100,0,10,0,4,3,1,99,50,50
P4991,4991,86,<1 year,100,Full Coverage,0,2436,50,2,1,7,2,3,7,50,100
P4992,4992,0,1-5 years,50,Liability-Only,-200,2050,50,11,1,13,1,3,13,50,50
P4993,4993,86,1-5 years,50,Liability-Only,-200,2186,50,9,0,9,0,2,99,-50,100
P4994,4994,86,>5 years,0,Liability-Only,-200,2136,50,6,0,4,3,2,99,50,100
P4995,4995,0,>5 years,0,Liability-Only,-200,2200,0,22,0,4,5,3,99,50,100
