Claims_ID,Customer_ID,Claims_Frequency,Claims_Severity,Claims_Adjustment,Policy_Type,Safe_Driver_Discount,Total_Discounts,Conversion_Status,Time_to_Conversion
C4829,4829,3,Medium,300,Liability-Only,0,0,1,10
C4830,4830,0,Low,0,Liability-Only,1,150,1,4
C4831,4831,0,Low,0,Full Coverage,0,0,0,99
C4832,4832,2,Low,100,Full Coverage,0,0,1,2
C4833,4833,0,Low,0,Full Coverage,0,0,1,4
C4834,4834,1,Low,50,Liability-Only,0,100,1,10
C4835,4835,1,Low,50,Full Coverage,0,50,1,13
C4836,4836,0,Low,0,Full Coverage,1,100,1,10
C4837,4837,0,Low,0,Liability-Only,0,0,1,12
C4838,4838,1,High,200,Liability-Only,0,0,1,13
C4839,4839,0,Low,0,Liability-Only,0,0,1,10
C4840,4840,0,Low,0,Liability-Only,0,0,0,99
C4841,4841,1,Low,50,Full Coverage,0,0,0,99
C4842,4842,0,Low,0,Full Coverage,0,50,0,99
C4843,4843,1,Low,50,Liability-Only,1,50,0,99
C4844,4844,1,Low,50,Full Coverage,0,50,0,99
C4845,4845,0,Low,0,Full Coverage,0,0,0,99
C4846,4846,0,Low,0,Liability-Only,1,50,0,99
C4847,4847,2,Low,100,Liability-Only,0,0,0,99
C4848,4848,0,Low,0,Full Coverage,0,0,1,13
C4849,4849,0,High,0,Full Coverage,0,50,0,99
C4850,4850,0,Low,0,Liability-Only,0,50,0,99
C4851,4851,0,Low,0,Full Coverage,0,0,0,99
C4852,4852,1,High,200,Full Coverage,1,100,1,10
C4853,4853,1,Low,50,Full Coverage,0,50,1,14
C4854,4854,0,Low,0,Full Coverage,0,50,0,99
C4855,4855,1,Low,50,Full Coverage,0,0,0,99
C4856,4856,0,Medium,0,Full Coverage,0,0,0,99
C4857,4857,0,Low,0,Full Coverage,1,50,0,99
C4858,4858,0,Low,0,Liability-Only,0,0,0,99
C4859,4859,0,Low,0,Full Coverage,0,0,1,9
C4860,4860,0,Low,0,Liability-Only,0,50,1,2
C4861,4861,0,Low,0,Full Coverage,1,50,1,9
C4862,4862,1,Medium,100,Liability-Only,0,0,1,11
C4863,4863,0,Low,0,Liability-Only,0,50,1,2
C4864,4864,2,Low,100,Liability-Only,0,0,1,4
C4865,4865,0,Medium,0,Full Coverage,0,50,1,5
C4866,4866,1,Low,50,Full Coverage,0,0,0,99
C4867,4867,0,Low,0,Full Coverage,0,50,1,11
C4868,4868,0,Low,0,Full Coverage,1,50,0,99
C4869,4869,1,Low,50,Full Coverage,0,50,0,99
C4870,4870,0,Medium,0,Full Coverage,1,50,1,1
C4871,4871,0,Low,0,Full Coverage,0,0,1,1
C4872,4872,1,Low,50,Full Coverage,1,50,1,7
C4873,4873,1,Low,50,Liability-Only,1,100,1,10
C4874,4874,1,Low,50,Full Coverage,0,0,1,1
C4875,4875,0,Low,0,Full Coverage,0,50,1,6
C4876,4876,3,Low,150,Full Coverage,0,50,0,99
C4877,4877,0,Low,0,Liability-Only,0,0,0,99
C4878,4878,0,Low,0,Liability-Only,0,50,1,11
C4879,4879,0,Low,0,Full Coverage,1,50,0,99
C4880,4880,0,Low,0,Liability-Only,0,50,0,99
C4881,4881,0,Low,0,Full Coverage,0,50,1,7
C4882,4882,0,Low,0,Liability-Only,0,0,1,5
C4883,4883,1,Low,50,Full Coverage,1,100,1,7
C4884,4884,0,Low,0,Full Coverage,0,50,0,99
C4885,4885,0,Low,0,Liability-Only,0,50,1,12
C4886,4886,2,Medium,200,Liability-Only,0,50,0,99
C4887,4887,3,Low,150,Liability-Only,0,50,1,5
C4888,4888,0,Low,0,Full Coverage,0,50,1,13
C4889,4889,0,Low,0,Full Coverage,1,50,0,99
C4890,4890,3,Low,150,Full Coverage,1,50,1,5
C4891,4891,0,Low,0,Liability-Only,0,50,0,99
C4892,4892,0,Medium,0,Liability-Only,0,0,1,6
C4893,4893,0,Low,0,Full Coverage,0,50,0,99
C4894,4894,0,Medium,0,Liability-Only,0,100,1,8
C4895,4895,0,High,0,Liability-Only,0,50,1,14
C4896,4896,1,High,200,Full Coverage,1,50,1,8
C4897,4897,2,Low,100,Full Coverage,0,0,0,99
C4898,4898,0,Medium,0,Liability-Only,1,50,1,13
C4899,4899,2,Low,100,Liability-Only,1,50,1,4
C4900,4900,0,Low,0,Full Coverage,0,0,1,9
C4901,4901,1,Low,50,Full Coverage,1,50,1,3
C4902,4902,0,High,0,Liability-Only,0,0,0,99
C4903,4903,1,Medium,100,Liability-Only,0,0,1,13
C4904,4904,0,Low,0,Full Coverage,0,0,1,2
C4905,4905,2,Low,100,Full Coverage,0,50,0,99
C4906,4906,0,Low,0,Liability-Only,1,100,1,4
C4907,4907,0,Low,0,Full Coverage,0,0,0,99
C4908,4908,0,Low,0,Full Coverage,0,0,1,2
C4909,4909,0,Low,0,Liability-Only,0,50,1,7
C4910,4910,3,Low,150,Full Coverage,0,0,1,10
C4911,4911,1,Medium,100,Full Coverage,1,100,1,4
C4912,4912,0,Low,0,Liability-Only,1,100,1,10
C4913,4913,0,Low,0,Liability-Only,0,0,0,99
C4914,4914,0,Low,0,Full Coverage,0,50,1,2
C4915,4915,0,Medium,0,Full Coverage,1,50,1,4
C4916,4916,0,High,0,Liability-Only,1,100,1,7
C4917,4917,0,Medium,0,Full Coverage,0,0,1,5
C4918,4918,1,Low,50,Liability-Only,0,0,1,5
C4919,4919,1,Low,50,Full Coverage,0,0,1,9
C4920,4920,0,Low,0,Full Coverage,0,0,1,12
C4921,4921,1,Low,50,Liability-Only,0,50,0,99
C4922,4922,0,Low,0,Liability-Only,0,50,0,99
C4923,4923,1,Low,50,Full Coverage,1,100,1,3
C4924,4924,1,High,200,Full Coverage,0,0,0,99
C4925,4925,0,Medium,0,Full Coverage,0,0,1,1
C4926,4926,1,Low,50,Full Coverage,1,50,1,2
C4927,4927,0,Low,0,Full Coverage,0,50,1,4
C4928,4928,0,Low,0,Full Coverage,1,50,1,4
C4929,4929,0,Low,0,Liability-Only,1,100,1,6
C4930,4930,2,Medium,200,Full Coverage,0,0,0,99
C4931,4931,0,Low,0,Full Coverage,0,0,1,2
C4932,4932,1,Low,50,Liability-Only,0,100,1,1
C4933,4933,1,Low,50,Liability-Only,0,50,1,6
C4934,4934,0,Low,0,Liability-Only,0,0,0,99
C4935,4935,3,Low,150,Liability-Only,0,0,0,99
C4936,4936,2,Low,100,Full Coverage,0,0,1,3
C4937,4937,0,Low,0,Liability-Only,1,100,1,7
C4938,4938,1,Low,50,Full Coverage,1,50,1,2
C4939,4939,2,Low,100,Liability-Only,0,0,0,99
C4940,4940,2,Low,100,Full Coverage,0,0,0,99
C4941,4941,0,High,0,Full Coverage,1,50,0,99
C4942,4942,0,Low,0,Liability-Only,0,0,0,99
C4943,4943,1,Low,50,Full Coverage,1,50,1,4
C4944,4944,1,Low,50,Full Coverage,0,0,1,6
C4945,4945,0,Low,0,Full Coverage,0,0,1,3
C4946,4946,0,Low,0,Full Coverage,0,0,1,8
C4947,4947,0,Low,0,Full Coverage,0,0,0,99
C4948,4948,0,Medium,0,Full Coverage,1,50,1,9
C4949,4949,0,Medium,0,Liability-Only,0,0,0,99
C4950,4950,1,Low,50,Full Coverage,0,50,1,11
C4951,4951,1,Low,50,Liability-Only,0,50,0,99
C4952,4952,0,Low,0,Full Coverage,0,0,1,5
C4953,4953,0,Low,0,Liability-Only,0,50,0,99
C4954,4954,1,Medium,100,Liability-Only,1,50,0,99
C4955,4955,0,Low,0,Full Coverage,1,100,1,11
C4956,4956,2,Low,100,Liability-Only,1,50,1,2
C4957,4957,1,Low,50,Liability-Only,0,0,1,8
C4958,4958,1,High,200,Full Coverage,0,0,0,99
C4959,4959,0,Low,0,Full Coverage,0,100,1,8
C4960,4960,1,Medium,100,Full Coverage,0,50,1,9
C4961,4961,1,Low,50,Liability-Only,0,50,1,14
C4962,4962,0,Low,0,Full Coverage,0,0,0,99
C4963,4963,1,Low,50,Full Coverage,0,0,0,99
C4964,4964,0,Medium,0,Full Coverage,1,50,0,99
C4965,4965,1,Medium,100,Full Coverage,0,0,1,6
C4966,4966,1,Low,50,Full Coverage,0,0,1,9
C4967,4967,0,Low,0,Full Coverage,0,50,1,12
C4968,4968,0,Low,0,Full Coverage,0,50,1,10
C4969,4969,1,Low,50,Full Coverage,1,50,0,99
C4970,4970,0,Low,0,Liability-Only,1,100,1,7
C4971,4971,2,Low,100,Liability-Only,0,100,1,1
C4972,4972,0,Medium,0,Liability-Only,0,50,1,6
C4973,4973,0,Low,0,Full Coverage,1,50,1,8
C4974,4974,1,Low,50,Liability-Only,0,50,1,6
C4975,4975,3,Low,150,Liability-Only,1,50,0,99
C4976,4976,2,Low,100,Full Coverage,0,0,0,99
C4977,4977,1,Low,50,Liability-Only,0,0,1,11
C4978,4978,1,Medium,100,Full Coverage,1,50,1,9
C4979,4979,0,Medium,0,Full Coverage,0,0,0,99
C4980,4980,0,Medium,0,Full Coverage,0,50,1,12
C4981,4981,3,Low,150,Liability-Only,0,0,1,5
C4982,4982,0,Low,0,Liability-Only,0,0,1,7
C4983,4983,1,Low,50,Full Coverage,0,50,1,4
C4984,4984,0,Low,0,Full Coverage,1,50,0,99
C4985,4985,1,Low,50,Full Coverage,0,50,0,99
C4986,4986,0,Low,0,Full Coverage,1,100,1,11
C4987,4987,0,Low,0,Liability-Only,0,0,1,3
C4988,4988,3,Low,150,Full Coverage,0,50,0,99
C4989,4989,0,Low,0,Full Coverage,0,0,1,8
C4990,4990,1,Low,50,Liability-Only,0,0,0,99
C4991,4991,0,Low,0,Full Coverage,1,50,1,7
C4992,4992,0,Medium,0,Liability-Only,0,50,1,13
C4993,4993,2,Low,100,Liability-Only,0,50,0,99
C4994,4994,0,Low,0,Liability-Only,0,50,0,99
C4995,4995,1,Medium,100,Liability-Only,0,0,0,99
C4996,4996,1,Low,50,Full Coverage,0,50,1,10
C4997,4997,0,Medium,0,Full Coverage,0,0,1,12
C4998,4998,0,Low,0,Liability-Only,0,50,1,11
C4999,4999,0,Low,0,Full Coverage,0,50,0,99
C5000,5000,2,Low,100,Full Coverage,0,0,1,1
C5001,5001,2,Low,100,Liability-Only,0,50,1,13
C5002,5002,0,Medium,0,Liability-Only,0,0,0,99
C5003,5003,1,Low,50,Liability-Only,0,0,1,1
C5004,5004,0,Low,0,Full Coverage,0,0,1,7
C5005,5005,2,Low,100,Full Coverage,0,50,1,7
C5006,5006,0,High,0,Full Coverage,1,50,1,5
C5007,5007,0,Low,0,Liability-Only,0,0,1,9
C5008,5008,0,Low,0,Liability-Only,0,0,0,99
C5009,5009,0,Low,0,Full Coverage,0,50,1,11
C5010,5010,0,Low,0,Liability-Only,0,0,1,4
C5011,5011,0,Low,0,Full Coverage,0,0,0,99
C5012,5012,1,High,200,Liability-Only,0,0,0,99
C5013,5013,0,Low,0,Liability-Only,0,0,1,11
C5014,5014,0,Low,0,Full Coverage,0,50,1,13
C5015,5015,0,Low,0,Full Coverage,1,100,1,6
C5016,5016,0,Low,0,Liability-Only,0,50,1,1
C5017,5017,0,Low,0,Liability-Only,0,50,1,1
C5018,5018,0,Low,0,Full Coverage,0,50,0,99
C5019,5019,0,Low,0,Liability-Only,0,0,0,99
C5020,5020,1,Low,50,Full Coverage,0,50,1,10
C5021,5021,0,Low,0,Full Coverage,0,0,1,9
C5022,5022,0,High,0,Full Coverage,0,0,1,8
C5023,5023,2,Low,100,Liability-Only,0,50,0,99
C5024,5024,0,Low,0,Full Coverage,0,0,0,99
C5025,5025,0,High,0,Full Coverage,1,50,1,10
C5026,5026,0,Low,0,Full Coverage,0,50,1,13
C5027,5027,0,Low,0,Full Coverage,0,0,1,5
C5028,5028,0,Low,0,Full Coverage,1,50,0,99
C5029,5029,0,Medium,0,Full Coverage,1,100,0,99
C5030,5030,0,Low,0,Liability-Only,0,0,1,7
C5031,5031,0,Low,0,Liability-Only,0,50,1,10
C5032,5032,1,Low,50,Full Coverage,1,100,0,99
C5033,5033,1,Low,50,Full Coverage,0,0,0,99
C5034,5034,0,Medium,0,Full Coverage,1,50,0,99
C5035,5035,1,Low,50,Full Coverage,0,50,0,99
C5036,5036,0,Low,0,Liability-Only,1,100,1,4
C5037,5037,0,Low,0,Liability-Only,0,0,0,99
C5038,5038,0,High,0,Liability-Only,1,50,1,3
C5039,5039,0,Low,0,Full Coverage,0,0,1,10
C5040,5040,0,Low,0,Liability-Only,0,0,1,4
C5041,5041,0,High,0,Liability-Only,0,0,1,2
C5042,5042,0,Low,0,Liability-Only,0,0,1,12
C5043,5043,0,High,0,Full Coverage,0,0,0,99
C5044,5044,0,Low,0,Full Coverage,1,50,1,2
C5045,5045,1,High,200,Liability-Only,0,50,0,99
C5046,5046,2,Low,100,Full Coverage,0,50,0,99
C5047,5047,0,Medium,0,Full Coverage,0,0,1,4
C5048,5048,0,Medium,0,Full Coverage,1,50,0,99
C5049,5049,0,Low,0,Liability-Only,0,50,0,99
C5050,5050,1,Medium,100,Full Coverage,0,50,0,99
C5051,5051,0,Low,0,Liability-Only,0,50,1,14
C5052,5052,0,Low,0,Full Coverage,1,50,1,3
C5053,5053,1,Low,50,Full Coverage,0,0,0,99
C5054,5054,2,Low,100,Full Coverage,0,0,1,4
C5055,5055,0,Low,0,Liability-Only,0,0,0,99
C5056,5056,0,Low,0,Full Coverage,0,50,0,99
C5057,5057,0,Low,0,Liability-Only,1,50,0,99
C5058,5058,1,Low,50,Full Coverage,0,50,1,2
C5059,5059,0,Medium,0,Full Coverage,0,0,1,10
C5060,5060,0,Medium,0,Full Coverage,0,0,0,99
C5061,5061,0,Low,0,Full Coverage,0,50,1,4
C5062,5062,0,High,0,Liability-Only,0,0,0,99
C5063,5063,0,High,0,Full Coverage,1,50,0,99
C5064,5064,0,Low,0,Full Coverage,0,50,1,14
C5065,5065,0,Low,0,Full Coverage,0,50,1,10
C5066,5066,0,Low,0,Full Coverage,0,0,1,7
C5067,5067,0,Low,0,Full Coverage,1,50,1,10
C5068,5068,0,Low,0,Full Coverage,0,0,0,99
C5069,5069,0,Low,0,Liability-Only,0,50,0,99
C5070,5070,0,Low,0,Liability-Only,0,50,1,1
C5071,5071,0,Low,0,Full Coverage,0,50,0,99
C5072,5072,0,Low,0,Full Coverage,1,100,0,99
C5073,5073,0,Medium,0,Full Coverage,0,50,1,14
C5074,5074,0,Low,0,Liability-Only,0,0,1,14
C5075,5075,0,Medium,0,Full Coverage,0,0,1,14
C5076,5076,0,Low,0,Full Coverage,0,0,1,4
C5077,5077,0,Low,0,Full Coverage,0,0,1,5
C5078,5078,0,Medium,0,Full Coverage,1,50,0,99
C5079,5079,0,Low,0,Liability-Only,0,0,1,4
C5080,5080,1,Low,50,Full Coverage,0,0,0,99
C5081,5081,0,High,0,Full Coverage,1,50,1,14
C5082,5082,0,Low,0,Full Coverage,1,50,0,99
C5083,5083,0,Low,0,Liability-Only,0,0,1,10
C5084,5084,0,Low,0,Full Coverage,0,0,1,14
C5085,5085,0,Medium,0,Full Coverage,0,0,1,12
C5086,5086,0,Low,0,Liability-Only,0,0,1,9
C5087,5087,1,Low,50,Full Coverage,0,0,1,6
C5088,5088,3,Medium,300,Liability-Only,0,0,0,99
C5089,5089,0,Low,0,Full Coverage,0,0,1,1
C5090,5090,0,High,0,Liability-Only,0,0,1,2
C5091,5091,0,Low,0,Full Coverage,0,0,1,9
C5092,5092,0,Low,0,Liability-Only,0,0,0,99
C5093,5093,0,Low,0,Liability-Only,0,0,1,7
C5094,5094,1,Low,50,Liability-Only,0,0,1,8
C5095,5095,0,Low,0,Full Coverage,1,100,1,1
C5096,5096,1,Low,50,Liability-Only,0,0,0,99
C5097,5097,0,Low,0,Liability-Only,0,50,1,9
C5098,5098,0,Low,0,Liability-Only,1,100,0,99
C5099,5099,1,High,200,Full Coverage,0,0,1,6
C5100,5100,1,Low,50,Full Coverage,0,0,1,8
C5101,5101,1,Low,50,Full Coverage,0,50,0,99
C5102,5102,2,Low,100,Full Coverage,0,0,1,14
C5103,5103,0,Low,0,Full Coverage,0,50,1,11
C5104,5104,0,Medium,0,Full Coverage,1,50,1,4
C5105,5105,0,Medium,0,Full Coverage,0,0,1,9
C5106,5106,1,High,200,Liability-Only,0,0,1,12
C5107,5107,2,Medium,200,Full Coverage,1,50,0,99
C5108,5108,0,Medium,0,Full Coverage,0,0,0,99
C5109,5109,0,Low,0,Full Coverage,0,50,0,99
C5110,5110,0,Low,0,Full Coverage,0,50,1,6
C5111,5111,0,Low,0,Full Coverage,1,50,1,5
C5112,5112,0,Low,0,Full Coverage,0,0,0,99
C5113,5113,1,Low,50,Full Coverage,0,50,1,9
C5114,5114,0,Low,0,Liability-Only,1,100,0,99
C5115,5115,0,Low,0,Full Coverage,0,0,1,4
C5116,5116,1,Low,50,Full Coverage,1,50,1,7
C5117,5117,0,Low,0,Full Coverage,0,0,0,99
C5118,5118,2,Low,100,Liability-Only,1,50,1,8
C5119,5119,1,High,200,Full Coverage,1,100,1,4
C5120,5120,1,Low,50,Liability-Only,0,0,0,99
C5121,5121,0,Low,0,Full Coverage,0,50,0,99
C5122,5122,1,Low,50,Full Coverage,1,100,0,99
C5123,5123,0,Medium,0,Full Coverage,0,0,0,99
C5124,5124,0,High,0,Liability-Only,0,0,0,99
C5125,5125,0,Medium,0,Full Coverage,0,0,1,5
C5126,5126,0,Low,0,Liability-Only,0,0,0,99
C5127,5127,0,Low,0,Full Coverage,0,0,1,12
C5128,5128,1,High,200,Liability-Only,0,0,1,11
C5129,5129,1,Low,50,Full Coverage,1,50,0,99
C5130,5130,0,Low,0,Liability-Only,0,50,1,10
C5131,5131,1,Low,50,Full Coverage,0,0,0,99
C5132,5132,0,High,0,Liability-Only,0,0,0,99
C5133,5133,0,Low,0,Full Coverage,1,50,1,3
C5134,5134,0,High,0,Full Coverage,1,100,1,10
C5135,5135,1,Low,50,Full Coverage,1,50,1,1
C5136,5136,0,Medium,0,Liability-Only,1,100,1,12
C5137,5137,1,Low,50,Liability-Only,1,50,1,12
C5138,5138,2,Low,100,Full Coverage,1,50,1,7
C5139,5139,0,Low,0,Full Coverage,0,50,0,99
C5140,5140,0,Low,0,Full Coverage,0,0,0,99
C5141,5141,1,Low,50,Full Coverage,1,100,0,99
C5142,5142,1,High,200,Full Coverage,0,0,1,6
C5143,5143,0,Low,0,Full Coverage,1,50,1,8
C5144,5144,0,Low,0,Full Coverage,0,0,0,99
C5145,5145,0,Low,0,Liability-Only,0,0,1,12
C5146,5146,0,Medium,0,Full Coverage,1,50,0,99
C5147,5147,0,Medium,0,Full Coverage,0,50,0,99
C5148,5148,0,Low,0,Full Coverage,0,50,1,3
C5149,5149,0,Medium,0,Liability-Only,0,0,1,13
C5150,5150,0,Low,0,Full Coverage,0,50,0,99
C5151,5151,0,Low,0,Full Coverage,0,0,0,99
C5152,5152,0,Low,0,Liability-Only,1,100,1,1
C5153,5153,0,Medium,0,Liability-Only,1,50,0,99
C5154,5154,1,Low,50,Full Coverage,0,100,0,99
C5155,5155,1,Low,50,Liability-Only,0,50,0,99
C5156,5156,1,Low,50,Full Coverage,0,50,0,99
C5157,5157,0,Low,0,Full Coverage,0,50,0,99
C5158,5158,0,Medium,0,Liability-Only,1,100,1,5
C5159,5159,0,Low,0,Liability-Only,0,0,1,2
C5160,5160,0,Low,0,Full Coverage,0,0,1,1
C5161,5161,1,Medium,100,Liability-Only,1,50,1,5
C5162,5162,0,Low,0,Liability-Only,0,50,1,5
C5163,5163,1,Medium,100,Liability-Only,0,50,1,2
C5164,5164,0,High,0,Liability-Only,0,50,1,6
C5165,5165,0,Low,0,Full Coverage,1,50,0,99
C5166,5166,0,Low,0,Liability-Only,0,0,0,99
C5167,5167,0,Low,0,Full Coverage,0,0,1,8
C5168,5168,0,Low,0,Full Coverage,1,100,1,3
C5169,5169,0,Medium,0,Full Coverage,0,0,0,99
C5170,5170,0,Low,0,Full Coverage,0,0,1,5
C5171,5171,0,Medium,0,Full Coverage,0,0,1,7
C5172,5172,2,Medium,200,Full Coverage,0,50,0,99
C5173,5173,0,Low,0,Full Coverage,0,50,0,99
C5174,5174,0,Medium,0,Liability-Only,0,0,1,6
C5175,5175,0,Medium,0,Full Coverage,0,50,1,5
C5176,5176,0,Medium,0,Full Coverage,0,0,0,99
C5177,5177,0,Low,0,Liability-Only,0,0,1,10
C5178,5178,0,Low,0,Liability-Only,1,50,0,99
C5179,5179,3,Low,150,Full Coverage,0,50,0,99
C5180,5180,1,Medium,100,Full Coverage,0,50,1,4
C5181,5181,0,Low,0,Liability-Only,1,50,0,99
C5182,5182,3,Low,150,Full Coverage,0,50,0,99
C5183,5183,0,Low,0,Liability-Only,0,0,1,14
C5184,5184,1,Low,50,Liability-Only,0,0,0,99
C5185,5185,1,Low,50,Liability-Only,0,0,1,4
C5186,5186,0,High,0,Full Coverage,0,0,0,99
C5187,5187,0,Medium,0,Full Coverage,0,0,0,99
C5188,5188,1,Low,50,Full Coverage,1,50,1,3
C5189,5189,0,Low,0,Liability-Only,0,0,1,8
C5190,5190,1,Low,50,Liability-Only,0,0,1,14
C5191,5191,2,Medium,200,Full Coverage,0,0,0,99
C5192,5192,0,Medium,0,Liability-Only,1,100,1,9
C5193,5193,1,High,200,Full Coverage,0,0,0,99
C5194,5194,0,Low,0,Liability-Only,0,50,0,99
C5195,5195,0,Low,0,Liability-Only,1,100,1,12
C5196,5196,0,Low,0,Full Coverage,0,50,0,99
C5197,5197,0,Medium,0,Liability-Only,1,100,1,6
C5198,5198,0,Low,0,Full Coverage,0,50,1,14
C5199,5199,0,Low,0,Full Coverage,0,0,0,99
C5200,5200,0,Medium,0,Full Coverage,1,50,0,99
C5201,5201,0,Medium,0,Full Coverage,1,50,1,11
C5202,5202,0,Low,0,Full Coverage,0,50,0,99
C5203,5203,1,Medium,100,Liability-Only,1,50,0,99
C5204,5204,1,Low,50,Liability-Only,1,100,0,99
C5205,5205,0,Low,0,Full Coverage,0,0,0,99
C5206,5206,1,Low,50,Full Coverage,1,100,0,99
C5207,5207,0,Medium,0,Full Coverage,0,0,1,4
C5208,5208,0,Low,0,Liability-Only,1,50,0,99
C5209,5209,0,Low,0,Full Coverage,0,0,0,99
C5210,5210,0,Low,0,Full Coverage,0,0,1,2
C5211,5211,0,Medium,0,Liability-Only,0,50,1,6
C5212,5212,0,Low,0,Full Coverage,1,50,1,6
C5213,5213,2,High,400,Full Coverage,0,0,1,5
C5214,5214,1,Medium,100,Liability-Only,0,0,1,13
C5215,5215,0,Low,0,Full Coverage,0,0,0,99
C5216,5216,1,Medium,100,Full Coverage,0,50,0,99
C5217,5217,0,Low,0,Full Coverage,0,50,1,12
C5218,5218,0,High,0,Full Coverage,0,0,1,3
C5219,5219,0,Low,0,Liability-Only,0,0,1,8
C5220,5220,0,Low,0,Liability-Only,0,0,1,6
C5221,5221,1,Low,50,Liability-Only,0,0,1,2
C5222,5222,0,Low,0,Full Coverage,1,50,1,14
C5223,5223,0,Low,0,Liability-Only,0,50,1,7
C5224,5224,1,Low,50,Full Coverage,1,50,0,99
C5225,5225,0,Low,0,Liability-Only,0,0,0,99
C5226,5226,1,Low,50,Liability-Only,0,50,0,99
C5227,5227,0,Medium,0,Liability-Only,0,0,0,99
C5228,5228,0,Low,0,Full Coverage,0,0,0,99
C5229,5229,0,High,0,Liability-Only,0,50,1,1
C5230,5230,0,Low,0,Full Coverage,0,0,0,99
C5231,5231,0,Low,0,Full Coverage,0,50,1,6
C5232,5232,0,Low,0,Liability-Only,1,50,1,9
C5233,5233,1,Low,50,Full Coverage,0,0,1,2
C5234,5234,0,Low,0,Full Coverage,0,0,0,99
C5235,5235,1,High,200,Full Coverage,1,50,0,99
C5236,5236,0,Low,0,Liability-Only,0,0,0,99
C5237,5237,0,Low,0,Full Coverage,0,0,0,99
C5238,5238,0,Medium,0,Liability-Only,0,0,0,99
C5239,5239,0,Low,0,Full Coverage,0,0,0,99
C5240,5240,0,Low,0,Liability-Only,0,0,1,6
C5241,5241,1,Low,50,Full Coverage,1,100,1,7
C5242,5242,0,Low,0,Full Coverage,0,0,1,6
C5243,5243,0,Low,0,Full Coverage,1,50,1,9
C5244,5244,1,High,200,Full Coverage,1,50,0,99
C5245,5245,1,Low,50,Full Coverage,0,0,0,99
C5246,5246,0,Low,0,Full Coverage,0,0,0,99
C5247,5247,0,Low,0,Full Coverage,1,100,1,10
C5248,5248,0,Low,0,Full Coverage,0,50,0,99
C5249,5249,0,Low,0,Full Coverage,0,50,0,99
C5250,5250,0,Low,0,Liability-Only,0,0,1,9
C5251,5251,2,Medium,200,Liability-Only,0,0,1,10
C5252,5252,1,High,200,Liability-Only,0,0,0,99
C5253,5253,0,Low,0,Full Coverage,0,0,1,1
C5254,5254,0,Low,0,Liability-Only,0,50,1,11
C5255,5255,0,Medium,0,Full Coverage,0,0,0,99
C5256,5256,0,High,0,Full Coverage,0,0,0,99
C5257,5257,0,Low,0,Full Coverage,0,0,1,5
C5258,5258,1,Low,50,Liability-Only,0,100,1,12
C5259,5259,1,Low,50,Liability-Only,0,0,0,99
C5260,5260,0,Low,0,Liability-Only,1,100,1,8
C5261,5261,1,Low,50,Full Coverage,1,150,1,5
C5262,5262,1,High,200,Liability-Only,1,50,1,6
C5263,5263,1,Low,50,Full Coverage,0,0,0,99
C5264,5264,0,Low,0,Full Coverage,1,50,1,2
C5265,5265,1,Low,50,Full Coverage,1,50,1,13
C5266,5266,0,Low,0,Full Coverage,0,0,1,7
C5267,5267,2,Low,100,Full Coverage,0,0,1,5
C5268,5268,0,High,0,Full Coverage,0,0,0,99
C5269,5269,0,Low,0,Full Coverage,0,0,0,99
C5270,5270,0,High,0,Liability-Only,0,0,1,12
C5271,5271,0,Low,0,Full Coverage,0,0,1,8
C5272,5272,1,Low,50,Full Coverage,0,50,1,8
C5273,5273,0,High,0,Full Coverage,1,50,0,99
C5274,5274,0,Low,0,Liability-Only,0,0,0,99
C5275,5275,1,Medium,100,Liability-Only,0,0,1,5
C5276,5276,0,Low,0,Full Coverage,0,0,1,6
C5277,5277,1,Low,50,Full Coverage,0,0,0,99
C5278,5278,3,Low,150,Full Coverage,0,50,1,11
C5279,5279,0,Medium,0,Liability-Only,0,0,1,5
C5280,5280,0,High,0,Full Coverage,0,0,1,2
C5281,5281,0,Low,0,Full Coverage,1,50,0,99
C5282,5282,0,Low,0,Liability-Only,0,50,0,99
C5283,5283,0,Low,0,Full Coverage,0,0,1,9
C5284,5284,0,Medium,0,Liability-Only,0,0,1,11
C5285,5285,0,Low,0,Full Coverage,0,0,0,99
C5286,5286,0,Low,0,Full Coverage,0,50,0,99
C5287,5287,0,Low,0,Full Coverage,0,0,0,99
C5288,5288,1,Low,50,Liability-Only,1,50,0,99
C5289,5289,1,Medium,100,Full Coverage,1,100,1,4
C5290,5290,0,Low,0,Full Coverage,0,50,0,99
C5291,5291,0,Low,0,Full Coverage,0,50,0,99
C5292,5292,1,Low,50,Liability-Only,0,0,1,5
C5293,5293,0,Low,0,Full Coverage,0,0,1,5
C5294,5294,1,Low,50,Liability-Only,0,0,1,8
C5295,5295,0,Medium,0,Liability-Only,0,0,0,99
C5296,5296,1,High,200,Liability-Only,0,50,0,99
C5297,5297,0,Low,0,Full Coverage,0,0,1,7
C5298,5298,0,Low,0,Liability-Only,0,0,0,99
C5299,5299,1,Low,50,Full Coverage,0,0,0,99
C5300,5300,0,Medium,0,Full Coverage,0,50,1,13
C5301,5301,1,Low,50,Full Coverage,1,50,0,99
C5302,5302,0,Low,0,Full Coverage,1,50,0,99
C5303,5303,0,Low,0,Full Coverage,0,0,1,9
C5304,5304,1,Medium,100,Full Coverage,0,0,1,5
C5305,5305,2,Low,100,Liability-Only,1,100,1,7
C5306,5306,0,Medium,0,Liability-Only,1,100,0,99
